Issuer Name,Issuer location,,Issuer sector,Bond type,Bonds per type,Amount issued (USD bn.),Lastest External Review Form,Last Url Form,External  Reviewer,Latest External Review Report
NANYANG TRANSPORTATION HOLDING GROUP CO LTD,China (mainland),,Corporate - Industrials,Sustainability,2,0.29bn,,,China Lianhe,July 2024
NARITA INTERNATIONAL AIRPORT CORP,Japan,,Corporate - Industrials,Green,1,0.12bn,,,R&I,June 2023
NATIONAL AUSTRALIA BANK LIMITED,Australia,,Financials - Banking,Green,3,3.84bn,,,DNV GL,April 2022
NATIONAL BANK FOR AGRICULTURE AND RURAL DEVELOPMENT,India,,Financials - Commercial Finance,Social,2,1.31bn,,,KPMG,September 2023
NATIONAL BANK OF CANADA,Canada,,Financials - Banking,Green,1,0.03bn,,,Moody's,December 2022
NATIONAL BANK OF CANADA,Canada,,Financials - Banking,Sustainability,20,2.34bn,,,Moody's,December 2022
NATIONAL BANK OF GREECE S.A.,Greece,,Financials - Banking,Green,2,1.28bn,August 2023,https://dl.luxse.com/dl?v=3GrBUTroL28+D2yspI9tJBPlRJ8fhCHNnq8bzFg06TsKtnqtEom5KGI3uZmn/g06fGTH5jiLdExMAQfRQIw2whOFt1vjcXr0xCpbGS+8FlwPufC/FkHft6Zz0rU+7Nqd,Sustainalytics,August 2023
NATIONAL BANK OF RAS AL-KHAIMAH PSC/THE,United Arab Emirates,,Financials - Banking,Social,1,0.60bn,,,Fitch Ratings,July 2023
NATIONAL COMMUNITY RENAISSANCE OF CALIFORNIA,United States,,Financials - Real estate,Social,1,0.10bn,,,S&P,January 2022
NATIONAL ENERGY GROUP JIANGSU POWER GENERATION CO LTD,China (mainland),,Corporate - Utilities,Green,1,0.03bn,,,China Lianhe,November 2023
NATIONAL ENVIRONMENT AGENCY,Singapore,,SSA - Agencies,Green,2,1.23bn,,,V.E,April 2021
NATIONAL GRID ELECTRICITY TRANSMISSION PLC,United Kingdom,,Corporate - Utilities,Green,3,0.25bn,,,DNV GL,November 2019
NATIONAL GRID NORTH AMERICA INC,United States,,Corporate - Utilities,Green,2,1.67bn,,,ISS ESG,July 2021
NATIONAL GRID PLC,United Kingdom,,Corporate - Utilities,Green,2,1.79bn,,,ISS ESG,July 2021
NATIONAL HOUSING AUTHORITY,Philippines,,SSA - Agencies,Social,4,0.32bn,,,DNV GL,February 2021
NATIONAL HOUSING AUTHORITY,Philippines,,SSA - Agencies,Sustainability,1,0.06bn,,,DNV GL,August 2021
NATIONAL HOUSING FINANCE AND INVESTMENT CORP,Australia,,SSA - Agencies,Social,5,1.30bn,,,EY,June 2021
NATIONAL HOUSING FINANCE AND INVESTMENT CORP,Australia,,SSA - Agencies,Sustainability,2,0.71bn,,,EY,October 2023
NATIONAL INSTITUTION FOR ACADEMIC DEGREES & QUALITY ENHANCEMENT OF HIGHER EDUCAT,Japan,,SSA - Agencies,Social,5,0.25bn,January 2020,https://dl.luxse.com/dl?v=RteKsWUDLuJ59/DVVbK+PBEnfgS/2XjHmTqe/TOW70+JlJcjr2iY4IKoMHHexj4C+s/Ianxu4RtdPQFX22lhSakKE8anvEutTMtisSmnCGRS5cimz9nG5W+cdNHaiEgb,Japan Credit Rating Agency,February 2024
NATIONAL PETROLEUM AND NATURAL GAS PIPELINE NETWORK GROUP CO LTD,China (mainland),,Corporate - Energy,Green,1,0.41bn,,,China Lianhe,June 2024
NATIONAL RMBS TRUST 2018-1,Australia,,Financials - Specialty finance,Green,1,0.24bn,,,DNV GL,December 2017
NATIONAL RURAL UTILITIES COOPERATIVE FINANCE CORPORATION,United States,,Corporate - Utilities,Sustainability,2,0.80bn,September 2020,https://dl.luxse.com/dl?v=TGiIjyJiMyl0tcv8INffISeTGEkF0J7Mx/IR5VkKH2M9oU72yxU52LfYFEaNJ2/fKWMtXrNSkc875VG+Vu8g2Aj3tQJockUPtStnzOSGTNI4VZxgcv0Uyf4qCbutmPN+,Sustainalytics,September 2020
NATIONAL UNIVERSITY OF SINGAPORE,Singapore,,Corporate - Consumer Discretionary,Green,3,0.69bn,,,EY,May 2020
NATIONALE-NEDERLANDEN BANK NV/THE NETHERLANDS,Netherlands,,Financials - Banking,Green,3,1.92bn,June 2021,https://dl.luxse.com/dl?v=zMgOAt5GWUG4VNG+I8JvcumVTR2zVPl44V/TDXmX+9QRg9jUXm9sWRM8AAreTRc8NmdY/WwNW5/oHy9sjbS3+sNcSNsigt4NlF88wSqqsvCp8m/dWNpxdm6IsZRgg24U,Sustainalytics,June 2021
NATIXIS,France,,Financials - Banking,Green,93,5.03bn,,,ISS ESG,April 2024
NATIXIS STRUCTURED ISSUANCE S.A.,Luxembourg,,Financials - Financial services,Green,61,2.99bn,,,ISS ESG,April 2024
NATIXIS/TAIPEI,Taiwan,,Financials - Banking,Green,1,0.04bn,,,Deloitte,May 2024
NATURA COSMETICOS SA,Brazil,,Corporate - Consumer Staples,Sustainability Linked Bonds,3,2.25bn,,,Bureau Veritas,June 2024
NATURE CONSERVANCY/THE,United States,,Corporate - Industrials,Green,1,0.35bn,February 2022,https://dl.luxse.com/dl?v=m0eIpasmko7JwWQvoLNNUS8jOi3oxAjn7So46krELO79WJ1AoDOx656tsumy/xOb6bA3J2lc2wcdQHh4BIXhL0R7xR6Pzgyv7qTqUOAY5VxSXaAAklrrIEPhdYIeDUJc,Sustainalytics,February 2022
"NATURGY FINANCE IBERIA, S.A.",Spain,,Corporate - Utilities,Green,1,0.93bn,,,V.E,September 2017
NATWEST GROUP PLC,United Kingdom,,Financials - Banking,Green,3,2.63bn,December 2022,https://dl.luxse.com/dl?v=AAOEg38fxL691gCu+piqbEIpUB3JhEdjZOucV0/briCr5roV6XOZVWUoZDJjI65Uns+dN8jAn8ci3IJRM1ergcF9cnm5tOmKCwNepIW/8aRJwEgR/nQUnVgeTnV/VNl5,Sustainalytics,December 2022
NATWEST GROUP PLC,United Kingdom,,Financials - Banking,Social,4,3.68bn,December 2022,https://dl.luxse.com/dl?v=AP3qrrdnSnkPKuwTSda1ZCPC/KfNvEZ7RFdL/LOBuXjlIPrnAcumJU57lCEAjinlT3gy1/7dio1akf6xKphC9dz27jT/82NoroqYQXYzEIJASJdkZWpiYPaYDp28PlVq,Sustainalytics,December 2022
NAVER CORP,Korea,,Corporate - Communications,Sustainability,2,1.10bn,January 2021,https://dl.luxse.com/dl?v=roXlD6xCe6vawS+QTW4NWKNYElqQ45871e4vuiuFSxQtSiqata9J+kI6UvePQ80MpkpkI5ZixEjQG25JjEYcQlvT4Laty196q92a2dcaygWdfFKQyR3BQjZKyH3xl0L8,Sustainalytics,January 2021
NBK SPC LTD,Kuwait,,Financials - Banking,Green,2,0.50bn,,,S&P,February 2022
"NBM US HOLDINGS, INC.",United States,,Corporate - Consumer Staples,Sustainability,2,0.50bn,,,V.E,July 2019
NBN CO LTD,Australia,,Corporate - Communications,Green,7,4.51bn,February 2022,https://dl.luxse.com/dl?v=SaovJt67rEtflQd3Tmu9xX34mQEc3uFDrYsxoMhpITE9OJ+2UI6hxR6bfwNWEAtUmPzFQZVCxNBXUgmdb5vzuXAitOXCth0CZbWdN4bgmM0h8xY95TWiHCRY7K58wPf1,Sustainalytics,June 2024
NCC TREASURY AB,Sweden,,Corporate - Industrials,Green,5,0.21bn,,,Cicero,June 2022
NE PROPERTY BV,Netherlands,,Financials - Real estate,Green,3,1.69bn,June 2020,https://dl.luxse.com/dl?v=zPkJzSYGYXM73oECeXZrFZ1rIwDxQbbqKrj1JT5sVBafjIyNGhqohg/IlYuWqcJHa+e9peR88s3Yq6+o2LvzgpMH/QtrHxwkJ9KUkWXTeiQWJ6MPFTJ9Z/0qP/4H9ZXN,ISS ESG,June 2023
NEC CAPITAL SOLUTIONS LTD,Thailand,,Financials - Commercial Finance,Sustainability,4,0.16bn,,,Japan Credit Rating Agency,February 2022
NEC CORPORATION,Japan,,Corporate - Technology,Sustainability Linked Bonds,6,1.15bn,June 2023,https://dl.luxse.com/dl?v=6yoAjZnZc7I5dtiTefHEFEq2KecQWDHzXR8tN5mWkBBfuRbYdkikwoi3YBXtuML/GAuO0XB8WU6gSPWx0bQuGlHxgYU+sFEe5TeKjAqawD1Ej4NwfcA86NJfGhcJiBEQ,R&I,June 2023
NEDBANK GROUP LTD,South Africa,,Financials - Banking,Sustainability,1,0.11bn,,,S&P,August 2023
NEDBANK LTD,South Africa,,Financials - Banking,Green,7,0.43bn,,,S&P,August 2023
NEDERLANDSE FINANCIERINGS-MAATSCHAPPIJ VOOR ONTWIKKELINGSLANDEN N.V.,Netherlands,,SSA - Quasi-sovereigns,Green,7,1.88bn,March 2020,https://dl.luxse.com/dl?v=YT1QCc2u2eaZISmGncI9c6nmtcWCq7ZNTGKt27wuvBSgyUqlKQbGQzq4O5/2tCy9iJMJx7Wo/Ro2BgVA0whS81wOHNG17LyIbuZ+yMYmdRx3aioQXOC+WJVLa5T9pD/A,S&P,August 2024
NEDERLANDSE FINANCIERINGS-MAATSCHAPPIJ VOOR ONTWIKKELINGSLANDEN N.V.,Netherlands,,SSA - Quasi-sovereigns,Sustainability,5,1.06bn,March 2020,https://dl.luxse.com/dl?v=YT1QCc2u2eaZISmGncI9c6nmtcWCq7ZNTGKt27wuvBSgyUqlKQbGQzq4O5/2tCy9iJMJx7Wo/Ro2BgVA0whS81wOHNG17LyIbuZ+yMYmdRx3aioQXOC+WJVLa5T9pD/A,Sustainalytics,March 2020
NEDERLANDSE GASUNIE N.V.,Netherlands,,Corporate - Utilities,Green,2,0.85bn,,,ISS ESG,November 2023
NEDERLANDSE GASUNIE N.V.,Netherlands,,Corporate - Utilities,Sustainability Linked Bonds,2,0.87bn,,,ISS ESG,September 2021
NEDERLANDSE WATERSCHAPSBANK N.V.,Netherlands,,SSA - Quasi-sovereigns,Green,7,5.13bn,,,Cicero,May 2022
NEDERLANDSE WATERSCHAPSBANK N.V.,Netherlands,,SSA - Quasi-sovereigns,Social,28,22.29bn,April 2019,https://dl.luxse.com/dl?v=QgxzrJkbcTY+2oZ8QBJDZrUc7Pn0UVPpPrLVIv89fzwN/PzaYKVziR/yrJARHaIGrDjaLiaP1elKJ6Zd6dd/fTvOJqylyW1x2ECeMv1nWQN88xeafizLDGMr0jaBrDVZ,Sustainalytics,April 2019
NEDERLANDSE WATERSCHAPSBANK N.V.,Netherlands,,SSA - Quasi-sovereigns,Sustainability,1,0.03bn,April 2019,https://dl.luxse.com/dl?v=/YconvO3Qjeio31SkvIhHbhRmHR1hadmR9OBrgyRcBtUvSy/jMZBVoF+gJlm389+l8eZV/EkXRXHNBo19SdMayLtm2IXmeVKVR1kQ7FKa4q8Ufe2B8OjsJoRjojJCnL9,Sustainalytics,April 2019
NEINOR HOMES SA,Spain,,Financials - Real estate,Green,4,0.71bn,,,DNV GL,October 2024
"NEMAK, S.A. DE C.V.",Mexico,,Corporate - Consumer Discretionary,Sustainability Linked Bonds,4,1.09bn,June 2021,https://dl.luxse.com/dl?v=ZQVToLgA+NUgD69y2uvibTFuW3CPfgsUXjkUsKlfMhyQOGFx3bm5XgzZBXdrqBkg9ZMEbSCrlwl37cNGvw0m5a73/ehRWVh80fcI0Poylgg01VQntGjUD5ujTG5fPYC1,Sustainalytics,June 2021
NEOEN SA,France,,Corporate - Utilities,Green,2,0.48bn,,,V.E,May 2020
NEOENERGIA SA,Brazil,,Corporate - Utilities,Green,5,0.46bn,December 2020,https://dl.luxse.com/dl?v=i8fG0N2IWwxw0U7zJz+YUrNcJpO79P603v6L3Rkzgtl0/I0hUpOBwEQ/tvihKPFh/C2M2xdnoucaJTuyrQlgd6BOQWvDH1MiI7Uh/nNyNRjScFBFGSRbfWgxPvTJM+Tt,Other,June 2022
NERVAL SAS,France,,Financials - Real estate,Green,2,0.90bn,,,Moody's,March 2022
NESTE OYJ,Finland,,Corporate - Energy,Green,4,2.29bn,,,Cicero,March 2021
NEUTRAL CAPITAL FINANCE PLC,United Kingdom,,Corporate - Industrials,Green,1,0.05bn,May 2021,https://dl.luxse.com/dl?v=Wr5TZ5NsqlOkxTr5P5BT53DTbz7U3EiPdX0zjtKxLU2SrdXbdk0FNcJtZ+ZnOSZJ2lA+O35LmH2akr+y6of0LvuyQWpayJbbQeLTN8Yj4+XY9a3GfmonDtRp/vpV2k9J,Sustainalytics,May 2021
NEW DEVELOPMENT BANK/THE,Supranationals,,SSA - Supranationals,Green,2,2.50bn,May 2020,https://dl.luxse.com/dl?v=yfMlqzhqCnwhkUhYcKioOBYeOJQYFu40vM8Fe7HNOOqzqsxUEt4kxWYZa33/0s4NrN7UNA1HvNLdXt/UxuunfPgMteC8NVdsfRgFTHrKCFXQP3V3ru0a7+JUQYtOOS9m,Sustainalytics,May 2020
NEW DEVELOPMENT BANK/THE,Supranationals,,SSA - Supranationals,Social,2,3.50bn,May 2020,https://dl.luxse.com/dl?v=XUJNJgrDTz+TlVpGGiHiwzMRNvqU9RKpwr7n7jMC923NsmEX1GYd1SMBK8PybyUvQb8MOxpRxMXSh9wI/YCyAThP/zDekL63hDeJpu5ibMN54drIVbcYVvdPHsDEMQE+,Sustainalytics,May 2020
NEW HOPE GROUP CO LTD,China (mainland),,Corporate - Consumer Staples,Sustainability Linked Bonds,2,0.28bn,,,,
NEW IMMO HOLDING S.A.,France,,Financials - Real estate,Green,1,0.33bn,,,V.E,November 2019
NEW KANSAI INTERNATIONAL AIRPORT CO LTD,Japan,,Corporate - Industrials,Social,8,0.48bn,June 2022,https://dl.luxse.com/dl?v=xAAQ7UrNRdOKkxisD9+2M/dW/pxRo/WoVPIG0BbYsWtDzM9h0ZG8lf33BTg0by6EQ0KoLVN1fV8kxIYT+4Grwnp9eB3zdRZxl9ZSqVwwDmhDPAGIHKfjbvLgwFEWp0Gg,R&I,June 2022
NEW METRO GLOBAL LTD,Virgin Islands,,Financials - Real estate,Green,1,0.30bn,June 2021,https://dl.luxse.com/dl?v=roXlD6xCe6vawS+QTW4NWNfZRCJzVgNIES552ciJUEgv8k3oEuUCsUec2wagqU7NLYxMD6JToi1PxigmaW5CUqrZH+pLf1EpBvrO1dqKWsvVECp8kQNThL64GD2wIhOY,HKQAA,June 2021
NEW SOUTH WALES TREASURY CORPORATION,Australia,,SSA - Quasi-sovereigns,Green,2,3.34bn,October 2020,https://dl.luxse.com/dl?v=6d9cP9zVNfgb7KjSva06d6ahONJEd3RFkZqOZA6q4aoaD2BgfkkLHb2OC4gzC78wZ86X6MyJkvmLUKmlXiftoq5ZgqTU6CBJggSOMdOsEwy8g3i1M+20WMWKmPdFN2o7,Sustainalytics,October 2020
NEW SOUTH WALES TREASURY CORPORATION,Australia,,SSA - Quasi-sovereigns,Sustainability,3,5.41bn,January 2022,https://dl.luxse.com/dl?v=q2J43Ng0SeALLW3KjXSSrBuSvoQtzcDtgSlJnxw4mKx+TCjSEjM2RN74z643ST9ag2aJrT5Sa5E3UVtDZvuxmhD7pV3A+72e/qZcwiJCyFvXNzPBRJr4xl6JhkMH4c6T,Sustainalytics,January 2022
NEW YORK STATE ELECTRIC & GAS CORP,United States,,Corporate - Utilities,Green,8,1.63bn,,,V.E,September 2021
NEW ZEALAND GOVERNMENT BOND,New Zealand,,SSA - Sovereigns,Green,1,3.26bn,August 2022,https://dl.luxse.com/dl?v=uDtyBra/EOlSCtsIOmB5GYYPfocVFJmTgZaqEnzX/EcVML4wp6R/ewGF596yQYXxTdeQkbl2d8tSF+aA39yjibm3fzk48eAL4/omzkx3uM/JWyTJ/gAXxJTzfSsJyt48,Sustainalytics,August 2022
NEW ZEALAND LOCAL GOVERNMENT FUNDING AGENCY BOND,New Zealand,,SSA - Quasi-sovereigns,Sustainability,2,1.18bn,,,Sustainalytics,March 2023
NEWMONT CORP,United States,,Corporate - Materials,Sustainability Linked Bonds,1,1.00bn,,,ISS ESG,December 2021
NEXANS,France,,Corporate - Industrials,Sustainability Linked Bonds,1,0.43bn,,,ISS ESG,March 2023
NEXITY SA,France,,Financials - Real estate,Green,2,0.27bn,,,V.E,December 2019
NEXTERA ENERGY CAPITAL HOLDINGS INC,United States,,Corporate - Utilities,Green,2,1.84bn,,,,
NGE,France,,Corporate - Industrials,Sustainability Linked Bonds,2,0.17bn,,,,
NGK INSULATORS LTD,Japan,,Corporate - Consumer Discretionary,Green,4,0.24bn,,,Japan Credit Rating Agency,November 2022
NH CAPITAL CO LTD,Korea,,Financials - Financial services,Social,2,0.03bn,,,Deloitte,July 2021
NH CAPITAL CO LTD,Korea,,Financials - Financial services,Sustainability,1,0.03bn,,,Deloitte,July 2021
NH FOODS LTD,United Kingdom,,Corporate - Consumer Staples,Sustainability,2,0.23bn,January 2021,https://dl.luxse.com/dl?v=HL9LtQuWMfDcMAFd1S0/RQAx6S04fC5SM+prevWnC8LasNxRzoA8mDZmgEyccYWGNloHQ85V59OFGGWuxo+kYih7cYrR78MPQYd20GP9zFkuDvoYNI5T0mbI+sO2deWH,Sustainalytics,January 2021
NH INVESTMENT & SECURITIES CO LTD,Korea,,Financials - Financial services,Sustainability,3,0.22bn,,,Deloitte,February 2021
NHP FOUNDATION/THE,United States,,Corporate - Consumer Discretionary,Social,2,0.07bn,,,S&P,July 2023
NIAGARA MOHAWK POWER CORP,United States,,Corporate - Utilities,Green,4,1.10bn,,,DNV GL,November 2019
NIBC BANK N.V.,Netherlands,,Financials - Banking,Green,1,0.89bn,June 2021,https://dl.luxse.com/dl?v=FR0vOJ1ITVULA/d9JiR566bbmptSrvzJ1dmrFlXI5AX77Rr2UJN1wMD1u0r56BIms1QS8xcmyoemW7djptNbEgv5yDWp8JmblObxPdvo+nKMdNb6EbdltZ9VTnkCmvf6,Sustainalytics,June 2021
NIDEC CORPORATION,Japan,,Corporate - Technology,Green,2,0.78bn,November 2019,https://dl.luxse.com/dl?v=R/Y+2eresB1OdKHTLtf9r3qIH9kmvPNBKOxDlG2jYRIkcLkr4tZ6dGjRcIZSbtxZIuofQ+yzcuW1/KXZ/EHVxgUqcDd/aBYec9Z9jAhCjbpgkBfDWsO2jQUUaS7i75dB,Sustainalytics,November 2019
NIGERIA GOVERNMENT BOND,Nigeria,,SSA - Sovereigns,Green,1,0.04bn,,,Moody's,May 2019
NIKOLA CORP,United States,,Corporate - Industrials,Green,1,0.18bn,,,,
NINGBO CITY RAIL TRANSPORTATION GROUP LTD CO,China (mainland),,Corporate - Industrials,Green,1,0.28bn,,,Other,April 2024
NINGBO WATER ENVIRONMENT GROUP CO LTD,China (mainland),,Corporate - Utilities,Sustainability Linked Bonds,1,0.04bn,,,China Chengxin (CCX),March 2024
NINGBO YINCHENG GROUP CO LTD,China (mainland),,Financials - Real estate,Sustainability,1,0.20bn,,,,
NIPPON ACCOMMODATIONS FUND INC,Japan,,Financials - Real estate,Green,3,0.05bn,,,Japan Credit Rating Agency,June 2020
NIPPON BUILDING FUND INC,Japan,,Financials - Real estate,Green,1,0.05bn,February 2021,https://dl.luxse.com/dl?v=k7oyAJpd1mQHdXpsjpc9qzo7VoKaT3UavABYnHGkhU5ddgAKNIFr9vckc4JFIHwMinZMfM12bRcZipci9Uavq181CJ398zGT5LKjo860srrl/lUTx8WdAqbaWCFpGMn6,Sustainalytics,February 2021
NIPPON PILLAR PACKING CO LTD,Japan,,Corporate - Industrials,Green,1,0.07bn,,,R&I,November 2023
NIPPON PROLOGIS REIT INC,Japan,,Financials - Real estate,Green,9,0.34bn,May 2018,https://dl.luxse.com/dl?v=wE4EZ5vZjKoeHPSJlf5z9fPWfosf1SIcJNHk8XnIEqKKS/FdvUHX6MQ/sLUZygrksUcX5aPf2P4b73dq50GKGjBqCvy1LmzKGdYJeczx9XvPMDUNxbyvu9iWsPq62pyR,Japan Credit Rating Agency,May 2024
NIPPON STEEL CORPORATION,Japan,,Corporate - Materials,Green,2,0.37bn,February 2023,https://dl.luxse.com/dl?v=tS5wa+2y6krrpHBB3nO/VO7c6xJoRbXsAm5vAk6ted8ucdK/PbPbw8oVsbzSDx0GQ2D5/ri2DU9tp4CjLZJHiL7ahr2Qp2QyP3xbmXy34TcH4pNZiTv8/fgwUY5z6TfN,R&I,February 2023
NIPPON THOMPSON CO LTD,Japan,,Corporate - Industrials,Sustainability Linked Bonds,1,0.04bn,,,Japan Credit Rating Agency,August 2024
NIPPON YUSEN KK,Japan,,Corporate - Industrials,Green,1,0.07bn,January 2024,https://dl.luxse.com/dl?v=pAtF0GpXGDCnMW5wQVmpkmwtgQyQkME1fXfuqBatQ7X9n0YS7cgdHR+dAH/8Zz0KkfFR1Ap6qVgLdoyfrZS3LN01rgBzckqnXdTGCvv14U/vIbaTIu81NnaNoGXWg0Oi,DNV GL,January 2024
NIPRO CORP,Japan,,Corporate - Health Care,Social,4,0.95bn,September 2021,https://dl.luxse.com/dl?v=QrAgQhswc8G93gP3xmxtl8Do1Vz4eAWyeIjt+40G8Fun37i+mm/aGBWRD3a56rF1WrCs6sh/8vWzW05R/mhHQ84/SMT89rE3xYIGM8R+qDkLYO/U9DSzUSJwNnOgV1Ax,R&I,September 2021
NISHIMATSU CONSTRUCTION CO. LTD,Japan,,Corporate - Industrials,Sustainability Linked Bonds,1,0.14bn,,,Japan Credit Rating Agency,July 2023
NISHI-NIPPON RAILROAD CO LTD,Japan,,Corporate - Consumer Discretionary,Green,3,0.26bn,,,Other,October 2023
NISOURCE INC,United States,,Corporate - Utilities,Green,1,0.35bn,,,,
NISSAN FINANCIAL SERVICES CO. LTD,Japan,,Corporate - Consumer Discretionary,Green,1,0.07bn,July 2022,https://dl.luxse.com/dl?v=I4Q0522thZm4SqUJoyzdX9LCSo7hFax5RCGEs8ASPiMGuSOHhOUMRcGoNrmfTgJg35KCIriQFEGHA8oYjU5Iw2YLqVlueA41RZX3tduv8LU62arz9LxJRXQkVZ9QP1FV,Sustainalytics,July 2022
NISSAN MOTOR CO. LTD,Japan,,Corporate - Consumer Discretionary,Sustainability,3,1.54bn,July 2022,https://dl.luxse.com/dl?v=YDt4PmVT2OL5LY7UlbPinupe3+pcpiMZfKbrLWXEIjmp3KGw45mcwQJ4UvPdbw2qBaYuYjyrR7oElJZJTIBpcyJPb08JTqswFI0Cwess+NHWWQCFIS1TszWcn2s2rKUh,Sustainalytics,July 2022
NIVIKA FASTIGHETER AB,Sweden,,Financials - Real estate,Green,1,0.04bn,,,Sustainalytics,October 2024
NKT A/S,Denmark,,Corporate - Industrials,Green,1,0.15bn,,,Cicero,August 2022
NMB BANK PLC,Tanzania,,Financials - Banking,Social,1,0.03bn,January 2022,https://dl.luxse.com/dl?v=v6xiVv7wTDt9Cbe184XPrahbraaXWHnNuev8vpTTA5GXrBZPdXLfvMAEkDRPojlEn75G3spzmvctrs8xuS7ih3fkAjcblvGeZ8Xzj9dpIz3qHFDC9GXZZZ0JIf5OYihU,Sustainalytics,January 2022
NMB BANK PLC,Tanzania,,Financials - Banking,Sustainability,2,0.16bn,August 2023,https://dl.luxse.com/dl?v=enjrXUXvhnX7pcQVsAL+CD5TdqLKis0xToI7E4ENnbw1TZHOR51grfU6Ql8BrsMbnjMOzn1w8rcTKP9uQxR9xj4F20dNcHBjD+rf63MXWLsR/oq315aGKXMlxnrY07ZU,Sustainalytics,August 2023
NN GROUP N.V.,Netherlands,,Financials - Insurance,Green,2,1.60bn,February 2022,https://dl.luxse.com/dl?v=Oo0xVn3Q0mXior9OAJxJDaX6Hqbaef3sTfg9kE4wgRh78wWIcl0bj1kBvG5V9gsa+GQQ5wloVwEe5btencUPEN1zBA521OxzxZhHnP2r6vsAUKYWNyYskZxYNnQqsGzt,Sustainalytics,February 2022
NOBIAN FINANCE B.V.,Netherlands,,Corporate - Materials,Sustainability Linked Bonds,2,0.63bn,,,DNV GL,June 2021
NOKIA OYJ,Finland,,Corporate - Communications,Sustainability Linked Bonds,1,0.53bn,February 2023,https://dl.luxse.com/dl?v=sNNZ4VVjSREwdKJcqxXAxG1tmjCqnN4YVfxgNPkm+6bHlJgNEjfoBvaqny3oZ7CagkyToIFHBekSFUZ6mhmxmsHk2hKsQjzLT6nl1wiVzqmnv5BGQUPjK+Y45rVtCrhu,Sustainalytics,February 2023
NOKIAN RENKAAT OYJ,Finland,,Corporate - Consumer Discretionary,Sustainability Linked Bonds,1,0.11bn,May 2023,https://dl.luxse.com/dl?v=1HJG8y7rT4i4/lh0rqK+lVGiouzZfAiQ+QXGSDbxePxM4Hwlz2+hOIwVQh8DoTE33g4bl+PGtgohzaqxWaI08/R5hnKlaCd4r+b8pGGfZ+edkcEB99oSVIfu4bHrwlgR,Sustainalytics,May 2023
NOMURA REAL ESTATE HOLDINGS INC,Japan,,Financials - Real estate,Green,3,0.32bn,January 2021,https://dl.luxse.com/dl?v=kDJpVB3qVaS4RI6zXJrrBzVvhPYvV0jOW9w04UmN8BJKAN0vk1e7G2AThkbs84l/jC9UCN1sx8hQ/d0BqjUbTBuV0RDm0NOJCjR//gRXfUExio9k/MO/IwRSAQB8Fym0,R&I,January 2021
NOMURA REAL ESTATE HOLDINGS INC,Japan,,Financials - Real estate,Sustainability,1,0.09bn,January 2021,https://dl.luxse.com/dl?v=G1ZoILi48IDXkhpcI2ZiwTR45WDzP5trIpXiZObvdUTC/qS9gZMrrWPuv81kEKFg7M73aO8xo+TI8jfF44zFC5W751Ui/yMfELC9mHj12pxwH/+aFMFU/ZKJKNt5Z1v0,Japan Credit Rating Agency,February 2021
NOMURA REAL ESTATE MASTER FUND INC,Japan,,Financials - Real estate,Green,2,0.09bn,August 2019,https://dl.luxse.com/dl?v=rW8iUmuXHxaGPJ87GVatjjom7twwjrwqqy5OfZ6PMM2FTyaZR3u0TtFL8TvyXrU8z4lFq+hWnR720A1nRMRCeqWiDhx8dohKj7Mx5AosSaGIpeJXQGKEmXg/hp8079nE,Japan Credit Rating Agency,August 2019
NOMURA RESEARCH INSTITUTE LTD,Japan,,Corporate - Technology,Green,1,0.10bn,,,R&I,June 2023
NOMURA RESEARCH INSTITUTE LTD,Japan,,Corporate - Technology,Sustainability Linked Bonds,1,0.05bn,March 2021,https://dl.luxse.com/dl?v=pikUxjpHxtILI2Vt1yqVE0hDCGpBwDC4U79xxaO+i2tpv9gCpZuPnyFl00xnbs9BKDx0eYyFWtDlENK3zOb0wYPq+ffYF3n8ecg2/Df8Ej6TQzuK+zG49+SIYJDFjn7X,V.E,March 2021
NONGHYUP BANK,Korea,,Financials - Banking,Social,19,3.15bn,June 2022,https://dl.luxse.com/dl?v=yJtjFRW0gs/Vi9OBxPYDcYttalpySD95ASVoOp4wlbtGQEqYww3Q7mozR7erbEcJK6fTHqZvVrT3SztuJ3NYJ7kfEs1QEqTa5bfWQTcOU2hhc9bM5drG98YCpOxL4iBi,Korea Ratings,October 2024
NONGHYUP FINANCIAL GROUP INC,Korea,,Financials - Financial services,Social,2,0.33bn,,,Deloitte,May 2021
NONGHYUP PROPERTY & CASUALTY INSURANCE CO LTD,Korea,,Financials - Insurance,Sustainability,1,0.09bn,,,Deloitte,June 2021
NORDDEUTSCHE LANDESBANK GIROZENTRALE,Germany,,Financials - Banking,Green,14,3.98bn,August 2017,https://dl.luxse.com/dl?v=xrkl122TE+PZXJ8Pgw5/CEEx2hCKF+BjgdG6z8iNR0LEB1amgQqfJ6u7fwPiuXdjD3599uIf9abOZGTdgc7s1YTtNdZS3hqwj/zXZIQbpSww9DronuH6NEq4vMzFjToV,ISS ESG,December 2024
NORDEA BANK ABP,Finland,,Financials - Banking,Green,12,5.90bn,,,ISS ESG,January 2024
NORDEA EIENDOMSKREDITT AS,Norway,,Financials - Banking,Green,3,2.10bn,,,ISS ESG,January 2024
NORDEA HYPOTEK AB,Sweden,,Financials - Banking,Green,3,1.71bn,,,ISS ESG,January 2024
NORDEA KIINNITYSLUOTTOPANKKI OYJ,Finland,,Financials - Banking,Green,2,2.11bn,,,ISS ESG,October 2022
